DIJKSTRA,0.0
DIJKSTRA,0.0
DIJKSTRA,0.0
DIJKSTRA,0.0
DIJKSTRA,0.0
DIJKSTRA,0.001904
DIJKSTRA,0.011961
DIJKSTRA,0.030641
DIJKSTRA,0.063698
DIJKSTRA,0.066401
DIJKSTRA,0.095222
DIJKSTRA,0.118468
DIJKSTRA,0.128077
DIJKSTRA,0.155791
DIJKSTRA,0.241171
DIJKSTRA,0.247495
DIJKSTRA,0.247999
DIJKSTRA,0.262147
DIJKSTRA,0.319927
DIJKSTRA,0.36677
DIJKSTRA,0.44579
DIJKSTRA,0.565079
DIJKSTRA,0.602282
DIJKSTRA,0.620023
DIJKSTRA,0.812933
DIJKSTRA,0.969145
DIJKSTRA,1.281736
DIJKSTRA,1.299215
DIJKSTRA,1.334625
DIJKSTRA,1.533539
DIJKSTRA,1.579615
DIJKSTRA,1.978398
DIJKSTRA,2.079584
DIJKSTRA,2.254945
DIJKSTRA,2.263946
DIJKSTRA,2.309566
DIJKSTRA,2.399287
DIJKSTRA,2.415991
DIJKSTRA,2.652288
DIJKSTRA,2.942932
DIJKSTRA,2.997674
DIJKSTRA,3.032986
DIJKSTRA,3.716084
DIJKSTRA,4.372531
DIJKSTRA,4.384707
DIJKSTRA,4.480613
DIJKSTRA,5.510817
DIJKSTRA,5.666406
DIJKSTRA,6.653642
DIJKSTRA,7.058337
DIJKSTRA,7.15148
DIJKSTRA,7.202141
DIJKSTRA,7.410106
DIJKSTRA,7.452416
DIJKSTRA,7.53591
DIJKSTRA,8.084613
DIJKSTRA,8.099416
DIJKSTRA,8.520679
DIJKSTRA,9.407365
DIJKSTRA,9.681165
DIJKSTRA,10.510244
DIJKSTRA,10.712917
DIJKSTRA,10.827321
DIJKSTRA,11.095967
DIJKSTRA,11.496829
DIJKSTRA,11.627135
DIJKSTRA,12.387486
DIJKSTRA,12.553959
DIJKSTRA,12.860327
DIJKSTRA,12.864309
DIJKSTRA,13.083396
DIJKSTRA,13.266807
DIJKSTRA,13.449878
DIJKSTRA,14.05145
DIJKSTRA,14.411903
DIJKSTRA,15.147561
DIJKSTRA,17.031167
DIJKSTRA,17.435731
DIJKSTRA,17.866446
DIJKSTRA,18.118164
DIJKSTRA,18.901105
DIJKSTRA,22.361937
DIJKSTRA,22.390285
DIJKSTRA,22.925313
DIJKSTRA,23.445734
DIJKSTRA,25.624746
DIJKSTRA,28.94905
DIJKSTRA,30.26166
DIJKSTRA,32.06804
DIJKSTRA,32.212637

A* - TIME,0.0
A* - TIME,0.0
A* - TIME,0.0
A* - TIME,0.001196
A* - TIME,0.005086
A* - TIME,0.006262
A* - TIME,0.011994
A* - TIME,0.033357
A* - TIME,0.062191
A* - TIME,0.102781
A* - TIME,0.123406
A* - TIME,0.138813
A* - TIME,0.178416
A* - TIME,0.285548
A* - TIME,0.33984
A* - TIME,0.392085
A* - TIME,0.455684
A* - TIME,0.461353
A* - TIME,0.48623
A* - TIME,0.545256
A* - TIME,0.567268
A* - TIME,0.57266
A* - TIME,0.575576
A* - TIME,1.154047
A* - TIME,1.400727
A* - TIME,1.462086
A* - TIME,1.468954
A* - TIME,1.547366
A* - TIME,2.122811
A* - TIME,2.159495
A* - TIME,2.160626
A* - TIME,2.22151
A* - TIME,2.32282
A* - TIME,2.494032
A* - TIME,2.509823
A* - TIME,2.551512
A* - TIME,2.824916
A* - TIME,3.055221
A* - TIME,3.514281
A* - TIME,3.893264
A* - TIME,4.186742
A* - TIME,4.324715
A* - TIME,4.721174
A* - TIME,5.201923
A* - TIME,5.213671
A* - TIME,7.321035
A* - TIME,7.370889
A* - TIME,7.385212
A* - TIME,7.500856
A* - TIME,8.266563
A* - TIME,8.532207
A* - TIME,8.628669
A* - TIME,9.028302
A* - TIME,9.058449
A* - TIME,9.130881
A* - TIME,9.189289
A* - TIME,10.138364
A* - TIME,10.280373
A* - TIME,11.285451
A* - TIME,11.593174
A* - TIME,11.69589
A* - TIME,12.263175
A* - TIME,12.847282
A* - TIME,12.898554
A* - TIME,13.111737
A* - TIME,14.210485
A* - TIME,14.89428
A* - TIME,16.878801
A* - TIME,17.834487
A* - TIME,18.713269
A* - TIME,19.551513
A* - TIME,20.667031
A* - TIME,21.599
A* - TIME,22.048196
A* - TIME,23.23425
A* - TIME,23.473946
A* - TIME,23.995329
A* - TIME,24.320696
A* - TIME,26.792324
A* - TIME,27.089716
A* - TIME,28.690823
A* - TIME,29.30762
A* - TIME,32.352486
A* - TIME,33.798687
A* - TIME,39.947883
A* - TIME,41.947891
A* - TIME,45.775077
A* - TIME,49.470374
A* - TIME,53.999577
A* - TIME,65.947471

